trial,score,vs_left,action,win_probability,round,win_low,win_high,conv_low,conv_high
1,36,0,small,0.018141456374676068,1,70.0,100.0,,
1,36,0,large,0.01679588802625584,1,70.0,100.0,,
1,36,1,small,0.03308654606970187,1,70.0,100.0,,
1,36,1,large,0.030596734329258336,1,70.0,100.0,,
1,36,1,very_small,0.01790658924122807,1,70.0,100.0,,
1,36,2,small,0.058831339033249205,1,70.0,100.0,,
1,36,2,large,0.054540348526921564,1,70.0,100.0,,
1,36,2,very_small,0.032648014596134145,1,70.0,100.0,,
1,36,3,small,0.10476423944817836,1,70.0,100.0,,
1,36,3,large,0.09748498478800978,1,70.0,100.0,,
1,36,3,very_small,0.05807961694794525,1,70.0,100.0,,
1,37,0,small,0.01817197695289882,1,70.0,100.0,,
1,37,0,large,0.016160571014016547,1,70.0,100.0,,
1,37,1,small,0.0331387978550896,1,70.0,100.0,,
1,37,1,large,0.029442471339220393,1,70.0,100.0,,
1,37,1,very_small,0.017790507290809426,1,70.0,100.0,,
1,37,2,small,0.058928056291950894,1,70.0,100.0,,
1,37,2,large,0.05248549733791064,1,70.0,100.0,,
1,37,2,very_small,0.0324387851167734,1,70.0,100.0,,
1,37,3,small,0.1049507401628008,1,70.0,100.0,,
1,37,3,large,0.09380378394702855,1,70.0,100.0,,
1,37,3,very_small,0.0577152554390893,1,70.0,100.0,,
1,38,0,small,0.018177114434386802,1,70.0,100.0,,
1,38,0,large,0.015512546455656785,1,70.0,100.0,,
1,38,1,small,0.03314562405418259,1,70.0,100.0,,
1,38,1,large,0.028262744567572537,1,70.0,100.0,,
1,38,1,very_small,0.01764953080280882,1,70.0,100.0,,
1,38,2,small,0.05894546155768496,1,70.0,100.0,,
1,38,2,large,0.0503794344209497,1,70.0,100.0,,
1,38,2,very_small,0.03219518500626077,1,70.0,100.0,,
1,38,3,small,0.10499831274017875,1,70.0,100.0,,
1,38,3,large,0.09002105360740356,1,70.0,100.0,,
1,38,3,very_small,0.05729046496467696,1,70.0,100.0,,
1,39,0,small,0.018154975977835348,1,70.0,100.0,,
1,39,0,large,0.01486197476088192,1,70.0,100.0,,
1,39,1,small,0.03310340504756809,1,70.0,100.0,,
1,39,1,large,0.0270766403161863,1,70.0,100.0,,
1,39,1,very_small,0.017484990763686255,1,70.0,100.0,,
1,39,2,small,0.05887642971468256,1,70.0,100.0,,
1,39,2,large,0.04825842583932023,1,70.0,100.0,,
1,39,2,very_small,0.03192475593589428,1,70.0,100.0,,
1,39,3,small,0.10489254392518102,1,70.0,100.0,,
1,39,3,large,0.08620728713239444,1,70.0,100.0,,
1,39,3,very_small,0.05681893157234436,1,70.0,100.0,,
1,40,0,small,0.01810471439371195,1,70.0,100.0,,
1,40,0,large,0.01421682978600476,1,70.0,100.0,,
1,40,1,small,0.03301040602218632,1,70.0,100.0,,
1,40,1,large,0.025899322050214058,1,70.0,100.0,,
1,40,1,very_small,0.017298461943872852,1,70.0,100.0,,
1,40,2,small,0.058717260685395394,1,70.0,100.0,,
1,40,2,large,0.046151523349718906,1,70.0,100.0,,
1,40,2,very_small,0.0316112945703444,1,70.0,100.0,,
1,40,3,small,0.10462544705814752,1,70.0,100.0,,
1,40,3,large,0.08241890748815495,1,70.0,100.0,,
1,40,3,very_small,0.056269561569355975,1,70.0,100.0,,
1,41,0,small,0.018026311677060994,1,70.0,100.0,,
1,41,0,large,0.013583219874033837,1,70.0,100.0,,
1,41,1,small,0.03286641363856977,1,70.0,100.0,,
1,41,1,large,0.024742514818885182,1,70.0,100.0,,
1,41,1,very_small,0.017288224491646693,1,70.0,100.0,,
1,41,2,small,0.05846708594639253,1,70.0,100.0,,
1,41,2,large,0.04408122988434767,1,70.0,100.0,,
1,41,2,very_small,0.0316016035694027,1,70.0,100.0,,
1,41,3,small,0.10419448853321205,1,70.0,100.0,,
1,41,3,large,0.07869913758315582,1,70.0,100.0,,
